"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"servicehost","0","740","4575481856","18096128","19591168","43672","C:\Program Files\McAfee\WebAdvisor\ServiceHost.exe","""C:\Program Files\McAfee\WebAdvisor\ServiceHost.exe""","System.Diagnostics.Process (services)","McAfee, LLC","5.265625","4,1,1,753","4,1,1,0","McAfee WebAdvisor(service)","McAfee WebAdvisor","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5328","8",,"False","27-08-2022 03:47:34 AM",,"4004",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","43672","43672","19591168","19591168","250224","250224","19865600","19865600","35495936","35495936","4586557440","291590144","True","Normal","19591168","19591168","servicehost","15","0",,"System.Diagnostics.ProcessThreadCollection","740","4575481856","280514560","False",,,,"18096128","18096128",,"System.Diagnostics.ProcessModule (ServiceHost.exe)","00:00:02.9375000","00:00:05.2656250","00:00:02.3281250","0","","True",,
"services","0","756","2203384868864","7430144","6107136","11528",,,,,"19.109375",,,,,"Process",,,"9",,"False","27-08-2022 03:47:29 AM",,"940",".",,,,"11528","11528","6107136","6107136","167080","167080","7262208","7262208","11849728","11849728","2203406004224","87781376",,,"6107136","6107136","services",,"0",,"System.Diagnostics.ProcessThreadCollection","756","2203384868864","66646016","False",,,,"7430144","7430144",,,"00:00:09.6718750","00:00:19.1093750","00:00:09.4375000","0","","True",,
"SgrmBroker","0","105","2203383123968","5251072","4599808","7736",,,,,"0.4375",,,,,"Process",,,"8",,"False","27-08-2022 03:49:44 AM",,"1552",".",,,,"7736","7736","4599808","4599808","35184","35184","6049792","6049792","9277440","9277440","2203384172544","65949696",,,"4599808","4599808","SgrmBroker",,"0",,"System.Diagnostics.ProcessThreadCollection","105","2203383123968","64901120","False",,,,"5251072","5251072",,,"00:00:00.1875000","00:00:00.4375000","00:00:00.2500000","0","","True",,
"ShellExperienceHost","2","573","2203743039488","63246336","14938112","27648","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.625","10.0.19041.1865 (WinBuild.160101.0800)","10.0.19041.1865","Windows Shell Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6408","8",,"False","30-08-2022 04:13:11 AM",,"9876",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27648","27648","14938112","14938112","693128","693128","16592896","16592896","64626688","64626688","2203750379520","432156672","True","Normal","14938112","14938112","ShellExperienceHost","15","2",,"System.Diagnostics.ProcessThreadCollection","573","2203743039488","424816640","False",,,,"63246336","63246336",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:00.2968750","00:00:00.6250000","00:00:00.3281250","0","","True",,
"sihost","2","551","2203483217920","17276928","5955584","17992","C:\WINDOWS\system32\sihost.exe","sihost.exe","System.Diagnostics.Process (svchost)","Microsoft Corporation","3.390625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Shell Infrastructure Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5380","8",,"False","30-08-2022 02:44:05 AM",,"8336",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17992","17992","5955584","5955584","244560","244560","6565888","6565888","29470720","29470720","2203505758208","187535360","True","Normal","5955584","5955584","sihost","15","2",,"System.Diagnostics.ProcessThreadCollection","551","2203483217920","164995072","False",,,,"17276928","17276928",,"System.Diagnostics.ProcessModule (sihost.exe)","00:00:01.8281250","00:00:03.3906250","00:00:01.5625000","0","","True",,
"smss","0","53","2203359735808","323584","1077248","3632",,,,,"0.328125",,,,,"Process",,,"11",,"False","27-08-2022 03:47:21 AM",,"444",".",,,,"3632","3632","1077248","1077248","13256","13256","1146880","1146880","1302528","1302528","2203367874560","49651712",,,"1077248","1077248","smss",,"0",,"System.Diagnostics.ProcessThreadCollection","53","2203359735808","41512960","False",,,,"323584","323584",,,"00:00:00.3281250","00:00:00.3281250","00:00:00","0","","True",,
"spoolsv","0","432","2203424546816","4411392","5386240","20416","C:\WINDOWS\System32\spoolsv.exe","C:\WINDOWS\System32\spoolsv.exe","System.Diagnostics.Process (services)","Microsoft Corporation","0.140625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Spooler SubSystem App","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3852","8",,"False","27-08-2022 03:47:33 AM",,"3384",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20416","20416","5386240","5386240","137696","137696","6074368","6074368","15736832","15736832","2203435958272","117735424","True","Normal","5386240","5386240","spoolsv","15","0",,"System.Diagnostics.ProcessThreadCollection","432","2203424546816","106323968","False",,,,"4411392","4411392",,"System.Diagnostics.ProcessModule (spoolsv.exe)","00:00:00.1250000","00:00:00.1406250","00:00:00.0156250","0","","True",,
"StartMenuExperienceHost","2","626","2203786629120","32784384","24764416","30096","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca","System.Diagnostics.Process (svchost)",,"2.0625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5852","8",,"False","30-08-2022 02:44:10 AM",,"12792",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30096","30096","24764416","24764416","690488","690488","31141888","31141888","83312640","83312640","2203825381376","507158528","True","Normal","24764416","24764416","StartMenuExperienceHost","15","2",,"System.Diagnostics.ProcessThreadCollection","626","2203786629120","468406272","False",,,,"32784384","32784384",,"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","00:00:00.7343750","00:00:02.0625000","00:00:01.3281250","0","","True",,
"svchost","0","1516","2203470974976","21520384","13959168","24256","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","System.Diagnostics.Process (services)","Microsoft Corporation","38.328125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6220","8",,"False","27-08-2022 03:47:29 AM",,"544",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24256","24256","13959168","13959168","587520","587520","18698240","18698240","35913728","35913728","2203522854912","204632064","True","Normal","13959168","13959168","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","1516","2203470974976","152752128","False",,,,"21520384","21520384",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:14.2656250","00:00:38.3281250","00:00:24.0625000","0","","True",,
"svchost","0","1365","2203425316864","13271040","9195520","20024","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k RPCSS -p","System.Diagnostics.Process (services)","Microsoft Corporation","30.515625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3276","8",,"False","27-08-2022 03:47:30 AM",,"900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20024","20024","9195520","9195520","194160","194160","9625600","9625600","18284544","18284544","2203438039040","119816192","True","Normal","9195520","9195520","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","1365","2203425316864","107094016","False",,,,"13271040","13271040",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:13.1250000","00:00:30.5156250","00:00:17.3906250","0","","True",,
"svchost","0","313","2203399933952","4710400","2957312","10872","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p -s LSM","System.Diagnostics.Process (services)","Microsoft Corporation","1.53125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","684","8",,"False","27-08-2022 03:47:30 AM",,"1084",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10872","10872","2957312","2957312","122440","122440","23912448","23912448","9117696","9117696","2203424010240","105787392","True","Normal","2957312","2957312","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","313","2203399933952","81711104","False",,,,"4710400","4710400",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.9218750","00:00:01.5312500","00:00:00.6093750","0","","True",,
"svchost","0","213","2203408519168","4239360","2699264","11552","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s StorSvc","System.Diagnostics.Process (services)","Microsoft Corporation","2.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2904","8",,"False","27-08-2022 03:49:45 AM",,"1224",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11552","11552","2699264","2699264","107416","107416","2957312","2957312","11997184","11997184","2203421822976","103600128","True","Normal","2699264","2699264","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","213","2203408519168","90296320","False",,,,"4239360","4239360",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.4375000","00:00:02.0312500","00:00:00.5937500","0","","True",,
"svchost","0","318","2203420622848","4558848","3059712","12968","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BDESVC","System.Diagnostics.Process (services)","Microsoft Corporation","1.1875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1316","8",,"False","27-08-2022 03:47:30 AM",,"1272",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12968","12968","3059712","3059712","103744","103744","3575808","3575808","12238848","12238848","2203430060032","111837184","True","Normal","3059712","3059712","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","318","2203420622848","102400000","False",,,,"4558848","4558848",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.9687500","00:00:01.1875000","00:00:00.2187500","0","","True",,
"svchost","0","268","2203403489280","3710976","2748416","13664","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService","System.Diagnostics.Process (services)","Microsoft Corporation","0.171875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6124","8",,"False","27-08-2022 03:47:30 AM",,"1396",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13664","13664","2748416","2748416","102856","102856","3010560","3010560","11079680","11079680","2203408719872","90497024","True","Normal","2748416","2748416","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","268","2203403489280","85266432","False",,,,"3710976","3710976",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1250000","00:00:00.1718750","00:00:00.0468750","0","","True",,
"svchost","0","304","2203401498624","5050368","1982464","9240","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.15625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4476","8",,"False","27-08-2022 03:47:30 AM",,"1404",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9240","9240","1982464","1982464","121096","121096","2375680","2375680","12279808","12279808","2203405168640","86945792","True","Normal","1982464","1982464","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","304","2203401498624","83275776","False",,,,"5050368","5050368",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1093750","00:00:00.1562500","00:00:00.0468750","0","","True",,
"svchost","0","336","2203398115328","2912256","2736128","11664","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DisplayEnhancementService","System.Diagnostics.Process (services)","Microsoft Corporation","0.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7036","8",,"False","27-08-2022 03:47:30 AM",,"1492",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11664","11664","2736128","2736128","86152","86152","3428352","3428352","9535488","9535488","2203410173952","91951104","True","Normal","2736128","2736128","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","336","2203398115328","79892480","False",,,,"2912256","2912256",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0781250","00:00:00.1093750","00:00:00.0312500","0","","True",,
"svchost","0","402","2203422748672","9801728","6279168","17312","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Schedule","System.Diagnostics.Process (services)","Microsoft Corporation","3.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3892","8",,"False","27-08-2022 03:47:30 AM",,"1588",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17312","17312","6279168","6279168","261632","261632","7110656","7110656","16551936","16551936","2203438366720","120143872","True","Normal","6279168","6279168","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","402","2203422748672","104525824","False",,,,"9801728","9801728",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.3125000","00:00:03.6875000","00:00:01.3750000","0","","True",,
"svchost","0","143","2203397627904","2981888","1806336","8984","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s BthAvctpSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.0625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2984","8",,"False","30-08-2022 02:49:15 AM",,"1632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8984","8984","1806336","1806336","80784","80784","2150400","2150400","12193792","12193792","2203403927552","85704704","True","Normal","1806336","1806336","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","143","2203397627904","79405056","False",,,,"2981888","2981888",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","0","","True",,
"svchost","0","258","2203432263680","6811648","3588096","14000","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s ProfSvc","System.Diagnostics.Process (services)","Microsoft Corporation","2.71875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4972","8",,"False","27-08-2022 03:47:30 AM",,"1652",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14000","14000","3588096","3588096","160440","160440","3809280","3809280","15036416","15036416","2203437506560","119283712","True","Normal","3588096","3588096","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","258","2203432263680","114040832","False",,,,"6811648","6811648",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.3281250","00:00:02.7187500","00:00:00.3906250","0","","True",,
"svchost","0","396","2203451801600","9232384","6307840","21440","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UsoSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.609375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3452","8",,"False","27-08-2022 03:49:45 AM",,"1664",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21440","21440","6307840","6307840","192424","192424","8343552","8343552","24645632","24645632","2203476131840","157908992","True","Normal","6307840","6307840","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","396","2203451801600","133578752","False",,,,"9232384","9232384",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.4218750","00:00:00.6093750","00:00:00.1875000","0","","True",,
"svchost","0","415","2203428986880","14987264","16982016","13944","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog","System.Diagnostics.Process (services)","Microsoft Corporation","3.75","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5660","8",,"False","27-08-2022 03:47:30 AM",,"1676",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13944","13944","16982016","16982016","86480","86480","18640896","18640896","22540288","22540288","2203436933120","118710272","True","Normal","16982016","16982016","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","415","2203428986880","110764032","False",,,,"14987264","14987264",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.1718750","00:00:03.7500000","00:00:01.5781250","0","","True",,
"svchost","0","163","2203394670592","2789376","1597440","7200","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p","System.Diagnostics.Process (services)","Microsoft Corporation","0.359375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4176","8",,"False","27-08-2022 03:47:30 AM",,"1828",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7200","7200","1597440","1597440","60048","60048","1650688","1650688","6492160","6492160","2203397292032","79069184","True","Normal","1597440","1597440","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","163","2203394670592","76447744","False",,,,"2789376","2789376",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1718750","00:00:00.3593750","00:00:00.1875000","0","","True",,
"svchost","0","289","2203406430208","6647808","2928640","10736","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UserManager","System.Diagnostics.Process (services)","Microsoft Corporation","1.640625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4336","8",,"False","27-08-2022 03:47:31 AM",,"2008",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","2928640","2928640","103368","103368","3403776","3403776","15998976","15998976","2203421417472","103194624","True","Normal","2928640","2928640","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","289","2203406430208","88207360","False",,,,"6647808","6647808",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.0625000","00:00:01.6406250","00:00:00.5781250","0","","True",,
"svchost","0","197","2203389947904","2449408","1372160","7472","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s Themes","System.Diagnostics.Process (services)","Microsoft Corporation","0.515625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6452","8",,"False","27-08-2022 03:47:31 AM",,"2056",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7472","7472","1372160","1372160","65496","65496","1470464","1470464","6184960","6184960","2203391836160","73613312","True","Normal","1372160","1372160","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","197","2203389947904","71725056","False",,,,"2449408","2449408",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3281250","00:00:00.5156250","00:00:00.1875000","0","","True",,
"svchost","0","237","2207724957696","6676480","3076096","12296","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain","System.Diagnostics.Process (services)","Microsoft Corporation","11.4375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6288","8",,"False","27-08-2022 03:47:31 AM",,"2064",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12296","12296","3076096","3076096","116144","116144","11198464","11198464","19763200","19763200","2207738019840","124829696","True","Normal","3076096","3076096","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","237","2207724957696","111767552","False",,,,"6676480","6676480",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:09.9375000","00:00:11.4375000","00:00:01.5000000","0","","True",,
"svchost","0","176","2203394822144","2666496","1949696","9024","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s EventSystem","System.Diagnostics.Process (services)","Microsoft Corporation","0.15625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7008","8",,"False","27-08-2022 03:47:31 AM",,"2088",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9024","9024","1949696","1949696","73816","73816","2330624","2330624","8249344","8249344","2203402162176","83939328","True","Normal","1949696","1949696","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","176","2203394822144","76599296","False",,,,"2666496","2666496",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0781250","00:00:00.1562500","00:00:00.0781250","0","","True",,
"svchost","0","146","2203389136896","6066176","5697536","24952","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s nsi","System.Diagnostics.Process (services)","Microsoft Corporation","1.8125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5136","8",,"False","27-08-2022 03:47:31 AM",,"2100",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24952","24952","5697536","5697536","57912","57912","6017024","6017024","10317824","10317824","2203393855488","75632640","True","Normal","5697536","5697536","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","146","2203389136896","70914048","False",,,,"6066176","6066176",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.9687500","00:00:01.8125000","00:00:00.8437500","0","","True",,
"svchost","2","446","2203458961408","15523840","8626176","19128","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc","System.Diagnostics.Process (services)","Microsoft Corporation","1.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6884","8",,"False","30-08-2022 02:44:05 AM",,"2148",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19128","19128","8626176","8626176","206152","206152","8867840","8867840","32952320","32952320","2203476451328","158228480","True","Normal","8626176","8626176","svchost","15","2",,"System.Diagnostics.ProcessThreadCollection","446","2203458961408","140738560","False",,,,"15523840","15523840",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.5000000","00:00:01.6875000","00:00:01.1875000","0","","True",,
"svchost","0","412","2203407749120","4747264","3182592","16064","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","System.Diagnostics.Process (services)","Microsoft Corporation","1.359375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6652","8",,"False","27-08-2022 03:47:32 AM",,"2184",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16064","16064","3182592","3182592","114416","114416","4370432","4370432","12259328","12259328","2203419312128","101089280","True","Normal","3182592","3182592","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","412","2203407749120","89526272","False",,,,"4747264","4747264",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.7968750","00:00:01.3593750","00:00:00.5625000","0","","True",,
"svchost","0","249","2203393208320","4616192","2715648","10352","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp","System.Diagnostics.Process (services)","Microsoft Corporation","2.84375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5400","8",,"False","27-08-2022 03:47:31 AM",,"2204",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10352","10352","2715648","2715648","81448","81448","7127040","7127040","9883648","9883648","2203423092736","104869888","True","Normal","2715648","2715648","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","249","2203393208320","74985472","False",,,,"4616192","4616192",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.4062500","00:00:02.8437500","00:00:01.4375000","0","","True",,
"svchost","0","211","2203416838144","3952640","2629632","13040","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s Netman","System.Diagnostics.Process (services)","Microsoft Corporation","0.390625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3440","8",,"False","27-08-2022 03:51:37 AM",,"2212",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13040","13040","2629632","2629632","130544","130544","3141632","3141632","12873728","12873728","2203423932416","105709568","True","Normal","2629632","2629632","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","211","2203416838144","98615296","False",,,,"3952640","3952640",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.2812500","00:00:00.3906250","00:00:00.1093750","0","","True",,
