"CxUtilSvc":"0":"172":"44740608":"1503232":"1363968":"9640":"C:\WINDOWS\CxSvc\CxUtilSvc.exe":"""C:\WINDOWS\CxSvc\CxUtilSvc.exe""":"System.Diagnostics.Process (services)":"Conexant Systems LLC.":"0.125":"2.31.0.0":"2.31.0.0":"Utility Service":"Utility Service":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"4680":"8"::"False":"27-08-2022 03:47:34 AM"::"3716":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"9640":"9640":"1363968":"1363968":"91832":"91832":"1855488":"1855488":"7745536":"7745536":"53858304":"53858304":"True":"Normal":"1363968":"1363968":"CxUtilSvc":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"172":"44740608":"44740608":"False"::::"1503232":"1503232"::"System.Diagnostics.ProcessModule (CxUtilSvc.exe)":"00:00:00.1250000":"00:00:00.1250000":"00:00:00":"0":"":"True"::
"dasHost":"0":"431":"2203427954688":"14577664":"7229440":"20352":"C:\WINDOWS\system32\dashost.exe":"dashost.exe {8060de0e-d732-4c62-9cbf66e4c6233ecb}":"System.Diagnostics.Process (svchost)":"Microsoft Corporation":"0.578125":"10.0.19041.1806 (WinBuild.160101.0800)":"10.0.19041.1806":"Device Association Framework Provider Host":"Microsoft® Windows® Operating System":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"6792":"8"::"False":"27-08-2022 03:47:34 AM"::"4264":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"20352":"20352":"7229440":"7229440":"149128":"149128":"8757248":"8757248":"15745024":"15745024":"2203435819008":"117596160":"True":"Normal":"7229440":"7229440":"dasHost":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"431":"2203427954688":"109731840":"False"::::"14577664":"14577664"::"System.Diagnostics.ProcessModule (dashost.exe)":"00:00:00.3125000":"00:00:00.5781250":"00:00:00.2656250":"0":"":"True"::
"dllhost":"0":"202":"2203482955776":"3416064":"4087808":"17400":"C:\WINDOWS\system32\DllHost.exe":"C:\WINDOWS\system32\DllHost.exe /Processid:{3EB3C877-1F16-487C-9050-104DBCD66683}":"System.Diagnostics.Process (svchost)":"Microsoft Corporation":"0.09375":"10.0.19041.546 (WinBuild.160101.0800)":"10.0.19041.546":"COM Surrogate":"Microsoft® Windows® Operating System":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"2576":"8"::"False":"30-08-2022 02:54:04 AM"::"8564":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"17400":"17400":"4087808":"4087808":"111824":"111824":"4386816":"4386816":"12460032":"12460032":"2203489083392":"170860544":"True":"Normal":"4087808":"4087808":"dllhost":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"202":"2203482955776":"164732928":"False"::::"3416064":"3416064"::"System.Diagnostics.ProcessModule (DllHost.exe)":"00:00:00.0781250":"00:00:00.0937500":"00:00:00.0156250":"0":"":"True"::
"dllhost":"2":"206":"2203500728320":"3514368":"3932160":"16584":"C:\WINDOWS\system32\DllHost.exe":"C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}":"System.Diagnostics.Process (svchost)":"Microsoft Corporation":"0.125":"10.0.19041.546 (WinBuild.160101.0800)":"10.0.19041.546":"COM Surrogate":"Microsoft® Windows® Operating System":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"6164":"8"::"False":"30-08-2022 02:54:14 AM"::"10328":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"16584":"16584":"3932160":"3932160":"144024":"144024":"4395008":"4395008":"12419072":"12419072":"2203509125120":"190902272":"True":"Normal":"3932160":"3932160":"dllhost":"15":"2"::"System.Diagnostics.ProcessThreadCollection":"206":"2203500728320":"182505472":"False"::::"3514368":"3514368"::"System.Diagnostics.ProcessModule (DllHost.exe)":"00:00:00.1093750":"00:00:00.1250000":"00:00:00.0156250":"0":"":"True"::
"dwm":"2":"1131":"2203908124672":"215871488":"222154752":"39832":"C:\WINDOWS\System32\dwm.exe":"""dwm.exe""":"System.Diagnostics.Process (winlogon)":"Microsoft Corporation":"80.359375":"10.0.19041.1 (WinBuild.160101.0800)":"10.0.19041.1":"Desktop Window Manager":"Microsoft® Windows® Operating System":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"6872":"13"::"False":"27-08-2022 06:11:56 AM"::"12572":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"39832":"39832":"222154752":"222154752":"1027152":"1027152":"225689600":"225689600":"220905472":"220905472":"2203908648960":"590426112":"True":"High":"222154752":"222154752":"dwm":"15":"2"::"System.Diagnostics.ProcessThreadCollection":"1131":"2203908124672":"589901824":"False"::::"215871488":"215871488"::"System.Diagnostics.ProcessModule (dwm.exe)":"00:00:36.6562500":"00:01:20.3593750":"00:00:43.7031250":"0":"":"True"::
"explorer":"2":"2874":"2204103864320":"128045056":"97710080":"128592":"C:\WINDOWS\Explorer.EXE":"C:\WINDOWS\Explorer.EXE":"System.Diagnostics.Process":"Microsoft Corporation":"38.0625":"10.0.19041.1806 (WinBuild.160101.0800)":"10.0.19041.1806":"Windows Explorer":"Microsoft® Windows® Operating System":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"6644":"8"::"False":"30-08-2022 02:44:07 AM"::"8672":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"128592":"128592":"97710080":"97710080":"1275216":"1275216":"133287936":"133287936":"176381952":"176381952":"2204234522624":"916299776":"True":"Normal":"97710080":"97710080":"explorer":"15":"2"::"System.Diagnostics.ProcessThreadCollection":"2874":"2204103864320":"785641472":"False"::::"128045056":"128045056"::"System.Diagnostics.ProcessModule (Explorer.EXE)":"00:00:22.7343750":"00:00:38.1093750":"00:00:15.3750000":"65856":"":"True"::
"fodhelper":"0":"121":"2203390513152":"2465792":"1306624":"7608":"C:\WINDOWS\System32\FodHelper.exe":"C:\WINDOWS\System32\FodHelper.exe -Embedding":"System.Diagnostics.Process (svchost)":"Microsoft Corporation":"0.046875":"10.0.19041.1 (WinBuild.160101.0800)":"10.0.19041.1":"Features On Demand Helper":"Microsoft® Windows® Operating System":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"744":"8"::"False":"30-08-2022 03:10:50 AM"::"14980":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"7608":"7608":"1306624":"1306624":"76128":"76128":"1589248":"1589248":"7630848":"7630848":"2203394707456":"76484608":"True":"Normal":"1306624":"1306624":"fodhelper":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"121":"2203390513152":"72290304":"False"::::"2465792":"2465792"::"System.Diagnostics.ProcessModule (FodHelper.exe)":"00:00:00.0156250":"00:00:00.0468750":"00:00:00.0312500":"0":"":"True"::
"fontdrvhost":"0":"36":"2203389587456":"1363968":"1732608":"5976":"C:\WINDOWS\system32\fontdrvhost.exe":"""fontdrvhost.exe""":"System.Diagnostics.Process (wininit)":"Microsoft Corporation":"0.0625":"10.0.19041.1620 (WinBuild.160101.0800)":"10.0.19041.1620":"Usermode Font Driver Host":"Microsoft® Windows® Operating System":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"4472":"8"::"False":"27-08-2022 03:47:30 AM"::"576":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"5976":"5976":"1732608":"1732608":"42368":"42368":"1835008":"1835008":"4403200":"4403200":"2203390111744":"71888896":"True":"Normal":"1732608":"1732608":"fontdrvhost":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"36":"2203389587456":"71364608":"False"::::"1363968":"1363968"::"System.Diagnostics.ProcessModule (fontdrvhost.exe)":"00:00:00.0625000":"00:00:00.0625000":"00:00:00":"0":"":"True"::
"fontdrvhost":"2":"36":"2203390808064":"2813952":"1802240":"6248":"C:\WINDOWS\System32\fontdrvhost.exe":"""fontdrvhost.exe""":"System.Diagnostics.Process (winlogon)":"Microsoft Corporation":"0.265625":"10.0.19041.1620 (WinBuild.160101.0800)":"10.0.19041.1620":"Usermode Font Driver Host":"Microsoft® Windows® Operating System":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"4048":"8"::"False":"27-08-2022 06:11:56 AM"::"13280":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"6248":"6248":"1802240":"1802240":"44752":"44752":"1884160":"1884160":"4837376":"4837376":"2203391332352":"73109504":"True":"Normal":"1802240":"1802240":"fontdrvhost":"15":"2"::"System.Diagnostics.ProcessThreadCollection":"36":"2203390808064":"72585216":"False"::::"2813952":"2813952"::"System.Diagnostics.ProcessModule (fontdrvhost.exe)":"00:00:00.0468750":"00:00:00.2656250":"00:00:00.2187500":"0":"":"True"::
"fpCSEvtSvc":"0":"112":"4370382848":"4329472":"5681152":"7536":"C:\WINDOWS\System32\fpCSEvtSvc.exe":"C:\WINDOWS\System32\fpCSEvtSvc.exe":"System.Diagnostics.Process (services)"::"0.171875":::::"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"4112":"8"::"False":"27-08-2022 03:47:34 AM"::"3828":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"7536":"7536":"5681152":"5681152":"63864":"63864":"5730304":"5730304":"9617408":"9617408":"4378284032":"83316736":"True":"Normal":"5681152":"5681152":"fpCSEvtSvc":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"112":"4370382848":"75415552":"False"::::"4329472":"4329472"::"System.Diagnostics.ProcessModule (fpCSEvtSvc.exe)":"00:00:00.1562500":"00:00:00.1718750":"00:00:00.0156250":"0":"":"True"::
"HotkeyService":"0":"171":"4384440320":"2625536":"1703936":"9304":"C:\Program Files (x86)\HP\HP Hotkey Support\HotkeyService.exe":"""C:\Program Files (x86)\HP\HP Hotkey Support\HotkeyService.exe""":"System.Diagnostics.Process (services)":"HP":"0.09375":"6.2.50.1":"6.2.50.1":"HP Hotkey Service":"HP Hotkey Support":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"2804":"8"::"False":"27-08-2022 03:47:34 AM"::"3952":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"9304":"9304":"1703936":"1703936":"108632":"108632":"2404352":"2404352":"11608064":"11608064":"4406996992":"112029696":"True":"Normal":"1703936":"1703936":"HotkeyService":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"171":"4384440320":"89473024":"False"::::"2625536":"2625536"::"System.Diagnostics.ProcessModule (HotkeyService.exe)":"00:00:00.0781250":"00:00:00.0937500":"00:00:00.0156250":"0":"":"True"::
"HotKeyServiceUWP":"0":"354":"2203446599680":"6066176":"3878912":"17408":"C:\WINDOWS\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_e2143fc8249238dd\HotKeyServiceUWP.exe":"C:\WINDOWS\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_e2143fc8249238dd\HotKeyServiceUWP.exe":"System.Diagnostics.Process (services)":"HP Inc.":"0.65625":"8.10.35.44674":"8.10.35.44674+6a3b51a8d445a0db5cdb3aa08736faddaddf03fd":"HP Hotkey UWP Service":"HP Hotkey Support":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"4208":"8"::"False":"27-08-2022 03:47:34 AM"::"4284":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"17408":"17408":"3878912":"3878912":"175688":"175688":"4698112":"4698112":"18173952":"18173952":"2203454988288":"136765440":"True":"Normal":"3878912":"3878912":"HotKeyServiceUWP":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"354":"2203446599680":"128376832":"False"::::"6066176":"6066176"::"System.Diagnostics.ProcessModule (HotKeyServiceUWP.exe)":"00:00:00.5625000":"00:00:00.6562500":"00:00:00.0937500":"0":"":"True"::
"HPHotkeyNotification":"2":"255":"2203467321344":"4931584":"3579904":"16920":"C:\WINDOWS\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_e2143fc8249238dd\HPHotkeyNotification.exe":"""C:\WINDOWS\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_e2143fc8249238dd\HPHotkeyNotification.exe""":"System.Diagnostics.Process (HotKeyServiceUWP)":"HP Inc.":"0.109375":"8.10.35.44674":"8.10.35.44674+6a3b51a8d445a0db5cdb3aa08736faddaddf03fd":"HP Hotkey Notification Display":"HP Hotkey Support":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"6484":"8"::"False":"30-08-2022 02:44:05 AM"::"8948":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"16920":"16920":"3579904":"3579904":"227456":"227456":"4444160":"4444160":"17494016":"17494016":"2203476766720":"158543872":"True":"Normal":"3579904":"3579904":"HPHotkeyNotification":"15":"2"::"System.Diagnostics.ProcessThreadCollection":"255":"2203467321344":"149098496":"False"::::"4931584":"4931584"::"System.Diagnostics.ProcessModule (HPHotkeyNotification.exe)":"00:00:00.1093750":"00:00:00.1093750":"00:00:00":"0":"":"True"::
"hpqwmiex":"0":"235":"60420096":"3256320":"2166784":"13312":"C:\Program Files (x86)\HP\Shared\hpqwmiex.exe":"""C:\Program Files (x86)\HP\Shared\hpqwmiex.exe""":"System.Diagnostics.Process (services)":"HP":"0.265625":"7.1.13.1":"7.1.13.1":"HP CASL Framework Service":"HP CASL Framework":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"7032":"8"::"False":"27-08-2022 03:47:34 AM"::"4528":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"13312":"13312":"2166784":"2166784":"118016":"118016":"2539520":"2539520":"11771904":"11771904":"66973696":"66973696":"True":"Normal":"2166784":"2166784":"hpqwmiex":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"235":"60420096":"60420096":"False"::::"3256320":"3256320"::"System.Diagnostics.ProcessModule (hpqwmiex.exe)":"00:00:00.2031250":"00:00:00.2656250":"00:00:00.0625000":"0":"":"True"::
"ibtsiva":"0":"93":"2203377668096":"2236416":"1216512":"6040":"C:\WINDOWS\System32\ibtsiva.exe":"C:\WINDOWS\System32\ibtsiva":"System.Diagnostics.Process (services)":"Intel Corporation":"0.0625":"21.70.0.3":"21.70.0.3":"Intel(R) Wireless Bluetooth(R) iBtSiva Service":"Intel(R) Wireless Bluetooth(R)":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"4212":"8"::"False":"27-08-2022 03:47:34 AM"::"3940":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"6040":"6040":"1216512":"1216512":"47392":"47392":"1359872":"1359872":"5345280":"5345280":"2203383959552":"65736704":"True":"Normal":"1216512":"1216512":"ibtsiva":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"93":"2203377668096":"59445248":"False"::::"2236416":"2236416"::"System.Diagnostics.ProcessModule (ibtsiva.exe)":"00:00:00.0312500":"00:00:00.0625000":"00:00:00.0312500":"0":"":"True"::
"Idle":"0":"0":"8192":"8192":"61440":"272"::::::::::"Process":::"0":::::"0":"."::::"272":"272":"61440":"61440":"0":"0":"61440":"61440":"12288":"12288":"8192":"8192":::"61440":"61440":"Idle"::"0"::"System.Diagnostics.ProcessThreadCollection":"0":"8192":"8192":"False"::::"8192":"8192"::::::"0":"":"True"::
"igfxCUIService":"0":"179":"2203399557120":"2838528":"1892352":"9984":"C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e6daaea9afe1e6f6\igfxCUIService.exe":"C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e6daaea9afe1e6f6\igfxCUIService.exe":"System.Diagnostics.Process (services)":"Intel Corporation":"0.015625":"6.15.100.8854":"6.15.100.8854":"igfxCUIService Module":"Intel(R) Common User Interface":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"5216":"8"::"False":"27-08-2022 03:47:31 AM"::"2336":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"9984":"9984":"1892352":"1892352":"91552":"91552":"2101248":"2101248":"9535488":"9535488":"2203406897152":"88674304":"True":"Normal":"1892352":"1892352":"igfxCUIService":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"179":"2203399557120":"81334272":"False"::::"2838528":"2838528"::"System.Diagnostics.ProcessModule (igfxCUIService.exe)":"00:00:00.0156250":"00:00:00.0156250":"00:00:00":"0":"":"True"::
"igfxEM":"2":"556":"2203493785600":"9289728":"7028736":"24352":"C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e6daaea9afe1e6f6\igfxEM.exe":"""C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e6daaea9afe1e6f6\igfxEM.exe""":"System.Diagnostics.Process (igfxCUIService)":"Intel Corporation":"0.90625":"6.15.100.8854":"6.15.100.8854":"igfxEM Module":"Intel(R) Common User Interface":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"2624":"8"::"False":"30-08-2022 02:44:05 AM"::"3056":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"24352":"24352":"7028736":"7028736":"272056":"272056":"17645568":"17645568":"27959296":"27959296":"2203511779328":"193556480":"True":"Normal":"7028736":"7028736":"igfxEM":"15":"2"::"System.Diagnostics.ProcessThreadCollection":"556":"2203493785600":"175562752":"False"::::"9289728":"9289728"::"System.Diagnostics.ProcessModule (igfxEM.exe)":"00:00:00.6875000":"00:00:00.9062500":"00:00:00.2187500":"0":"":"True"::
"IntelCpHDCPSvc":"0":"148":"2203395579904":"2781184":"1433600":"8216":"C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e6daaea9afe1e6f6\IntelCpHDCPSvc.exe":"C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_e6daaea9afe1e6f6\IntelCpHDCPSvc.exe":"System.Diagnostics.Process (services)":"Intel Corporation":"0.0625":"25.20.100.8854":"25.20.100.8854":"Intel HD Graphics Drivers for Windows(R)":"Intel HD Graphics Drivers for Windows(R)":"Process":"Microsoft.Win32.SafeHandles.SafeProcessHandle":"1740":"8"::"False":"27-08-2022 03:47:30 AM"::"1508":".":"1413120":"204800":"System.Diagnostics.ProcessModuleCollection":"8216":"8216":"1433600":"1433600":"85752":"85752":"1642496":"1642496":"7872512":"7872512":"2203401916416":"83693568":"True":"Normal":"1433600":"1433600":"IntelCpHDCPSvc":"15":"0"::"System.Diagnostics.ProcessThreadCollection":"148":"2203395579904":"77357056":"False"::::"2781184":"2781184"::"System.Diagnostics.ProcessModule (IntelCpHDCPSvc.exe)":"00:00:00.0312500":"00:00:00.0625000":"00:00:00.0312500":"0":"":"True"::
